state_code,state_name,district_code,district_name,ngdp_code,parameter,census_1970,census_1980,census_1991,census_2000,census_2010,census_2020
5,Negeri Sembilan,6,Tampin,0506,Pop_MaritalNeverMarried,..,..,22228,14974,19955,19192
5,Negeri Sembilan,6,Tampin,0506,Pop_MaritalMarried,..,..,27553,31494,35225,39003
5,Negeri Sembilan,6,Tampin,0506,Pop_MaritalWiddowed,..,..,2070,2789,3636,3793
5,Negeri Sembilan,6,Tampin,0506,Pop_MaritalDivorcedSeparated,..,..,264,328,427,762
5,Negeri Sembilan,6,Tampin,0506,Pop_ReligionIslam,..,..,45442,48131,50388,54492
5,Negeri Sembilan,6,Tampin,0506,Pop_ReligionChristian,..,..,977,1363,1957,2224
5,Negeri Sembilan,6,Tampin,0506,Pop_ReligionBuddha,..,..,14815,15184,18331,19453
5,Negeri Sembilan,6,Tampin,0506,Pop_ReligionHindu,..,..,9480,10282,10972,11427
5,Negeri Sembilan,6,Tampin,0506,Pop_ReligionOthers,..,..,1357,1795,381,291
5,Negeri Sembilan,6,Tampin,0506,Pop_ReligionNoReligionUnknown,..,..,180,266,136,236
5,Negeri Sembilan,6,Tampin,0506,LandAreaKm2,..,..,..,..,..,850.84
5,Negeri Sembilan,6,Tampin,0506,Pop_Density,..,..,..,..,..,103.57176437403037
5,Negeri Sembilan,6,Tampin,0506,Pop_StrataUrban,..,0,15271,22329,39574,39712
5,Negeri Sembilan,6,Tampin,0506,Pop_StrataRural,..,57507,57024,54692,42591,48411
5,Negeri Sembilan,7,Jempol,0507,Pop_GenderTotal,..,67208,122033,125010,112740,127199
5,Negeri Sembilan,7,Jempol,0507,Pop_GenderMale,..,33646,61710,63108,58526,65835
5,Negeri Sembilan,7,Jempol,0507,Pop_GenderFemale,..,33562,60323,61902,54214,61364
5,Negeri Sembilan,7,Jempol,0507,Pop_CitizenshipCitizen,..,67159,120572,121556,108687,121845
5,Negeri Sembilan,7,Jempol,0507,Pop_CitizenshipNon-citizen,..,..,1461,3454,4053,5354
5,Negeri Sembilan,7,Jempol,0507,AnnualPopGrowthRate_Average,..,..,5.9649921189767694,0.24102234142248691,-1.033094514490428,1.2066850658646981
5,Negeri Sembilan,7,Jempol,0507,Pop_EthnicMalay,..,31693,77850,83231,72485,80640
5,Negeri Sembilan,7,Jempol,0507,Pop_EthnicOtherBumi,..,..,1384,1813,3084,4196
5,Negeri Sembilan,7,Jempol,0507,Pop_EthnicChinese,..,23005,22748,20544,18872,21084
5,Negeri Sembilan,7,Jempol,0507,Pop_EthnicIndian,..,12410,16620,15633,14043,15450
5,Negeri Sembilan,7,Jempol,0507,Pop_EthnicOther,..,51,1970,335,203,475
5,Negeri Sembilan,7,Jempol,0507,Pop_AgeGroup0014,..,30420,57490,47909,30563,34316
5,Negeri Sembilan,7,Jempol,0507,Pop_AgeGroup1564,..,34379,61663,73730,76274,82087
5,Negeri Sembilan,7,Jempol,0507,Pop_AgeGroup65++,..,2409,2880,3371,5903,10796
5,Negeri Sembilan,7,Jempol,0507,Pop_MaritalNeverMarried,..,..,34135,25609,27294,28228
5,Negeri Sembilan,7,Jempol,0507,Pop_MaritalMarried,..,..,44378,47977,49677,57522
5,Negeri Sembilan,7,Jempol,0507,Pop_MaritalWiddowed,..,..,2570,3113,4741,5724
5,Negeri Sembilan,7,Jempol,0507,Pop_MaritalDivorcedSeparated,..,..,351,402,465,1112
5,Negeri Sembilan,7,Jempol,0507,Pop_ReligionIslam,..,..,81835,87149,76735,86474
5,Negeri Sembilan,7,Jempol,0507,Pop_ReligionChristian,..,..,1265,1164,811,1986
5,Negeri Sembilan,7,Jempol,0507,Pop_ReligionBuddha,..,..,16924,18157,18653,19458
5,Negeri Sembilan,7,Jempol,0507,Pop_ReligionHindu,..,..,15330,14792,13316,15912
5,Negeri Sembilan,7,Jempol,0507,Pop_ReligionOthers,..,..,5904,3133,424,1068
5,Negeri Sembilan,7,Jempol,0507,Pop_ReligionNoReligionUnknown,..,..,625,615,2801,2301
5,Negeri Sembilan,7,Jempol,0507,LandAreaKm2,..,..,..,..,..,1484.58
5,Negeri Sembilan,7,Jempol,0507,Pop_Density,..,..,..,..,..,85.680125018523768
5,Negeri Sembilan,7,Jempol,0507,Pop_StrataUrban,..,10260,16649,24422,27317,33229
5,Negeri Sembilan,7,Jempol,0507,Pop_StrataRural,..,56948,105384,100588,85423,93970
6,Pahang,1,Bentong,0601,Pop_GenderTotal,56744,72865,83965,96689,114397,116799
6,Pahang,1,Bentong,0601,Pop_GenderMale,29254,37781,43814,50336,61623,66163
6,Pahang,1,Bentong,0601,Pop_GenderFemale,27490,35084,40151,46353,52774,50636
6,Pahang,1,Bentong,0601,Pop_CitizenshipCitizen,56744,72865,82037,93706,107940,108357
6,Pahang,1,Bentong,0601,Pop_CitizenshipNon-citizen,..,..,1928,2983,6457,8442
6,Pahang,1,Bentong,0601,AnnualPopGrowthRate_Average,..,2.500584900858744,1.4179163136131128,1.4109959676384125,1.6817521271481211,0.20779653888015423
6,Pahang,1,Bentong,0601,Pop_EthnicMalay,17720,29329,40805,48977,58585,62818
6,Pahang,1,Bentong,0601,Pop_EthnicOtherBumi,..,..,1747,2531,3237,3926
6,Pahang,1,Bentong,0601,Pop_EthnicChinese,33297,35245,29730,32180,35987,31502
6,Pahang,1,Bentong,0601,Pop_EthnicIndian,5629,8196,8803,9702,9770,9184
6,Pahang,1,Bentong,0601,Pop_EthnicOther,98,95,952,316,361,927
6,Pahang,1,Bentong,0601,Pop_AgeGroup0014,..,29701,31940,30847,29393,29068
6,Pahang,1,Bentong,0601,Pop_AgeGroup1564,..,39997,48923,61894,78525,79319
6,Pahang,1,Bentong,0601,Pop_AgeGroup65++,..,3167,3102,3948,6479,8412
6,Pahang,1,Bentong,0601,Pop_MaritalNeverMarried,..,..,26333,22819,27972,38519
6,Pahang,1,Bentong,0601,Pop_MaritalMarried,..,..,30497,39529,52870,43027
6,Pahang,1,Bentong,0601,Pop_MaritalWiddowed,..,..,2432,3153,3763,3867
6,Pahang,1,Bentong,0601,Pop_MaritalDivorcedSeparated,..,..,252,341,399,1734
6,Pahang,1,Bentong,0601,Pop_ReligionIslam,..,..,41936,52222,63021,69049
6,Pahang,1,Bentong,0601,Pop_ReligionChristian,..,..,922,1560,1608,1954
6,Pahang,1,Bentong,0601,Pop_ReligionBuddha,..,..,17485,23669,35475,31709
6,Pahang,1,Bentong,0601,Pop_ReligionHindu,..,..,7920,9021,9459,9835
6,Pahang,1,Bentong,0601,Pop_ReligionOthers,..,..,10571,8903,1530,681
6,Pahang,1,Bentong,0601,Pop_ReligionNoReligionUnknown,..,..,2424,1314,3304,3571
6,Pahang,1,Bentong,0601,LandAreaKm2,..,..,..,..,..,1831
6,Pahang,1,Bentong,0601,Pop_Density,..,..,..,..,..,63.789732386673947
6,Pahang,1,Bentong,0601,Pop_StrataUrban,..,22921,31243,50840,80205,72544
6,Pahang,1,Bentong,0601,Pop_StrataRural,..,49944,52722,45849,34192,44255
6,Pahang,2,Cameron Highlands,0602,Pop_GenderTotal,15365,21502,25555,28077,36978,39004
6,Pahang,2,Cameron Highlands,0602,Pop_GenderMale,8038,11114,13483,15258,20240,22225
6,Pahang,2,Cameron Highlands,0602,Pop_GenderFemale,7327,10388,12072,12819,16738,16779
6,Pahang,2,Cameron Highlands,0602,Pop_CitizenshipCitizen,15365,21502,24827,25852,32155,33735
6,Pahang,2,Cameron Highlands,0602,Pop_CitizenshipNon-citizen,..,..,728,2225,4823,5269
6,Pahang,2,Cameron Highlands,0602,AnnualPopGrowthRate_Average,..,3.3605375848058832,1.7268703815720654,0.94117743622986261,2.7537240536493197,0.53341063764711416
6,Pahang,2,Cameron Highlands,0602,Pop_EthnicMalay,3196,4559,4651,5297,7072,8211
6,Pahang,2,Cameron Highlands,0602,Pop_EthnicOtherBumi,..,..,2624,4279,5391,9126
6,Pahang,2,Cameron Highlands,0602,Pop_EthnicChinese,6821,10751,10571,11259,12722,11673
6,Pahang,2,Cameron Highlands,0602,Pop_EthnicIndian,5211,5973,6800,4961,6781,4415
6,Pahang,2,Cameron Highlands,0602,Pop_EthnicOther,137,219,181,56,189,310
6,Pahang,2,Cameron Highlands,0602,Pop_AgeGroup0014,..,8015,9338,8902,11150,9288
6,Pahang,2,Cameron Highlands,0602,Pop_AgeGroup1564,..,12688,15506,18318,24433,26851
6,Pahang,2,Cameron Highlands,0602,Pop_AgeGroup65++,..,799,711,857,1395,2865
6,Pahang,2,Cameron Highlands,0602,Pop_MaritalNeverMarried,..,..,7846,6125,8653,9722
6,Pahang,2,Cameron Highlands,0602,Pop_MaritalMarried,..,..,10137,12208,16529,17601
6,Pahang,2,Cameron Highlands,0602,Pop_MaritalWiddowed,..,..,630,789,535,922
6,Pahang,2,Cameron Highlands,0602,Pop_MaritalDivorcedSeparated,..,..,58,53,111,191
6,Pahang,2,Cameron Highlands,0602,Pop_ReligionIslam,..,..,5380,8190,10559,15549
6,Pahang,2,Cameron Highlands,0602,Pop_ReligionChristian,..,..,742,1174,1350,1700
6,Pahang,2,Cameron Highlands,0602,Pop_ReligionBuddha,..,..,8276,10183,12753,11748
6,Pahang,2,Cameron Highlands,0602,Pop_ReligionHindu,..,..,6375,4695,6747,4870
6,Pahang,2,Cameron Highlands,0602,Pop_ReligionOthers,..,..,3812,3410,2143,1701
6,Pahang,2,Cameron Highlands,0602,Pop_ReligionNoReligionUnknown,..,..,524,425,3426,3436
6,Pahang,2,Cameron Highlands,0602,LandAreaKm2,..,..,..,..,..,712
6,Pahang,2,Cameron Highlands,0602,Pop_Density,..,..,..,..,..,54.780898876404493
6,Pahang,2,Cameron Highlands,0602,Pop_StrataUrban,..,0,0,0,11289,10383
6,Pahang,2,Cameron Highlands,0602,Pop_StrataRural,..,21502,25555,28077,25689,28621
6,Pahang,3,Jerantut,0603,Pop_GenderTotal,36739,67875,74547,80685,88035,96006
6,Pahang,3,Jerantut,0603,Pop_GenderMale,19339,35307,38553,41877,47381,51142
6,Pahang,3,Jerantut,0603,Pop_GenderFemale,17400,32568,35994,38808,40654,44864
6,Pahang,3,Jerantut,0603,Pop_CitizenshipCitizen,36739,67875,72719,77990,83878,91148
6,Pahang,3,Jerantut,0603,Pop_CitizenshipNon-citizen,..,..,1828,2695,4157,4858
6,Pahang,3,Jerantut,0603,AnnualPopGrowthRate_Average,..,6.1382891712823566,0.93762020698247017,0.7912288544096906,0.87181778285091993,0.86676226836385151
6,Pahang,3,Jerantut,0603,Pop_EthnicMalay,26566,55319,57798,63113,68573,72765
6,Pahang,3,Jerantut,0603,Pop_EthnicOtherBumi,..,..,1617,2085,2489,4067
6,Pahang,3,Jerantut,0603,Pop_EthnicChinese,8782,10228,9800,10084,9747,11099
6,Pahang,3,Jerantut,0603,Pop_EthnicIndian,1374,2299,2667,2514,2868,2659
6,Pahang,3,Jerantut,0603,Pop_EthnicOther,17,29,837,194,201,558
6,Pahang,3,Jerantut,0603,Pop_AgeGroup0014,..,30782,31948,29786,27716,27056
6,Pahang,3,Jerantut,0603,Pop_AgeGroup1564,..,35285,40520,48102,55365,62828
6,Pahang,3,Jerantut,0603,Pop_AgeGroup65++,..,1808,2079,2797,4954,6122
6,Pahang,3,Jerantut,0603,Pop_MaritalNeverMarried,..,..,23973,16424,19818,25189
6,Pahang,3,Jerantut,0603,Pop_MaritalMarried,..,..,26172,31724,36814,38813
6,Pahang,3,Jerantut,0603,Pop_MaritalWiddowed,..,..,1857,2396,3384,3982
6,Pahang,3,Jerantut,0603,Pop_MaritalDivorcedSeparated,..,..,418,355,303,770
6,Pahang,3,Jerantut,0603,Pop_ReligionIslam,..,..,60470,66322,72686,78418
6,Pahang,3,Jerantut,0603,Pop_ReligionChristian,..,..,264,403,488,648
6,Pahang,3,Jerantut,0603,Pop_ReligionBuddha,..,..,7674,8861,9622,11037
6,Pahang,3,Jerantut,0603,Pop_ReligionHindu,..,..,2426,2348,2823,3035
6,Pahang,3,Jerantut,0603,Pop_ReligionOthers,..,..,3123,2105,1266,200
6,Pahang,3,Jerantut,0603,Pop_ReligionNoReligionUnknown,..,..,426,646,1150,2668
6,Pahang,3,Jerantut,0603,LandAreaKm2,..,..,..,..,..,7561
6,Pahang,3,Jerantut,0603,Pop_Density,..,..,..,..,..,12.697526782171671
6,Pahang,3,Jerantut,0603,Pop_StrataUrban,..,0,15811,24677,34836,41436
6,Pahang,3,Jerantut,0603,Pop_StrataRural,..,67875,58736,56008,53199,54570
6,Pahang,4,Kuantan,0604,Pop_GenderTotal,96327,170573,255974,344319,443796,548014
6,Pahang,4,Kuantan,0604,Pop_GenderMale,50874,90434,133082,178149,230648,285191
6,Pahang,4,Kuantan,0604,Pop_GenderFemale,45453,80139,122892,166170,213148,262823
6,Pahang,4,Kuantan,0604,Pop_CitizenshipCitizen,96327,170573,250369,335848,428414,531284
6,Pahang,4,Kuantan,0604,Pop_CitizenshipNon-citizen,..,..,5605,8471,15382,16730
6,Pahang,4,Kuantan,0604,AnnualPopGrowthRate_Average,..,5.7141470424665757,4.0591251923662721,2.9649267643231196,2.537964441348711,2.1093583667801505
6,Pahang,4,Kuantan,0604,Pop_EthnicMalay,55887,111393,180108,249576,333391,432620
6,Pahang,4,Kuantan,0604,Pop_EthnicOtherBumi,..,..,1738,3312,4842,6524
6,Pahang,4,Kuantan,0604,Pop_EthnicChinese,33826,49982,55938,68226,75042,75183
6,Pahang,4,Kuantan,0604,Pop_EthnicIndian,6248,8770,10980,13541,13739,14264
6,Pahang,4,Kuantan,0604,Pop_EthnicOther,366,428,1605,1193,1400,2693
6,Pahang,4,Kuantan,0604,Pop_AgeGroup0014,..,66952,98497,122901,132121,139646
6,Pahang,4,Kuantan,0604,Pop_AgeGroup1564,..,98997,151578,213374,294981,373770
6,Pahang,4,Kuantan,0604,Pop_AgeGroup65++,..,4624,5899,8044,16694,34598
6,Pahang,4,Kuantan,0604,Pop_MaritalNeverMarried,..,..,81885,76200,111952,135274
6,Pahang,4,Kuantan,0604,Pop_MaritalMarried,..,..,94328,136344,185540,239885
6,Pahang,4,Kuantan,0604,Pop_MaritalWiddowed,..,..,5438,7250,11824,13152
6,Pahang,4,Kuantan,0604,Pop_MaritalDivorcedSeparated,..,..,1238,1624,2359,5283
6,Pahang,4,Kuantan,0604,Pop_ReligionIslam,..,..,185870,259363,347961,449679
6,Pahang,4,Kuantan,0604,Pop_ReligionChristian,..,..,3735,5733,6301,8421
6,Pahang,4,Kuantan,0604,Pop_ReligionBuddha,..,..,46085,59491,72536,70498
6,Pahang,4,Kuantan,0604,Pop_ReligionHindu,..,..,9098,11963,12313,13613
6,Pahang,4,Kuantan,0604,Pop_ReligionOthers,..,..,7122,5539,1159,1574
6,Pahang,4,Kuantan,0604,Pop_ReligionNoReligionUnknown,..,..,2068,2230,3526,4229
6,Pahang,4,Kuantan,0604,LandAreaKm2,..,..,..,..,..,2960
6,Pahang,4,Kuantan,0604,Pop_Density,..,..,..,..,..,185.13986486486488
6,Pahang,4,Kuantan,0604,Pop_StrataUrban,..,131547,202445,288727,384343,454422
6,Pahang,4,Kuantan,0604,Pop_StrataRural,..,39026,53529,55592,59453,93592
6,Pahang,5,Lipis,0605,Pop_GenderTotal,50646,56996,68276,73557,86484,96620
6,Pahang,5,Lipis,0605,Pop_GenderMale,25975,28990,35959,38757,45943,51179
6,Pahang,5,Lipis,0605,Pop_GenderFemale,24671,28006,32317,34800,40541,45441
6,Pahang,5,Lipis,0605,Pop_CitizenshipCitizen,50646,56996,65349,70368,82200,92297
6,Pahang,5,Lipis,0605,Pop_CitizenshipNon-citizen,..,..,2927,3189,4284,4323
6,Pahang,5,Lipis,0605,AnnualPopGrowthRate_Average,..,1.1812083570390446,1.8057722396854416,0.74502301968125584,1.6189880986009233,1.1082633339595633
6,Pahang,5,Lipis,0605,Pop_EthnicMalay,36597,42982,46769,51880,59570,66034
6,Pahang,5,Lipis,0605,Pop_EthnicOtherBumi,..,..,5509,7501,12267,15309
6,Pahang,5,Lipis,0605,Pop_EthnicChinese,10222,9776,8700,7570,7411,7339
6,Pahang,5,Lipis,0605,Pop_EthnicIndian,3782,4159,4025,3240,2811,3336
6,Pahang,5,Lipis,0605,Pop_EthnicOther,45,79,346,177,141,279
6,Pahang,5,Lipis,0605,Pop_AgeGroup0014,..,23668,27001,27837,30015,26413
6,Pahang,5,Lipis,0605,Pop_AgeGroup1564,..,31024,38446,42169,51343,64946
6,Pahang,5,Lipis,0605,Pop_AgeGroup65++,..,2304,2829,3551,5126,5261
6,Pahang,5,Lipis,0605,Pop_MaritalNeverMarried,..,..,20707,13894,19014,25619
6,Pahang,5,Lipis,0605,Pop_MaritalMarried,..,..,25507,28789,34327,39711
6,Pahang,5,Lipis,0605,Pop_MaritalWiddowed,..,..,2404,2693,2781,3070
6,Pahang,5,Lipis,0605,Pop_MaritalDivorcedSeparated,..,..,382,344,347,1038
6,Pahang,5,Lipis,0605,Pop_ReligionIslam,..,..,50152,55936,64322,71797
6,Pahang,5,Lipis,0605,Pop_ReligionChristian,..,..,688,418,3760,4114
6,Pahang,5,Lipis,0605,Pop_ReligionBuddha,..,..,5806,6404,7332,7014
6,Pahang,5,Lipis,0605,Pop_ReligionHindu,..,..,3762,3088,2848,3321
6,Pahang,5,Lipis,0605,Pop_ReligionOthers,..,..,7079,7416,1419,2163
6,Pahang,5,Lipis,0605,Pop_ReligionNoReligionUnknown,..,..,684,295,6803,8211
6,Pahang,5,Lipis,0605,LandAreaKm2,..,..,..,..,..,5198
6,Pahang,5,Lipis,0605,Pop_Density,..,..,..,..,..,18.587918430165448
6,Pahang,5,Lipis,0605,Pop_StrataUrban,..,10183,11480,13605,16652,18844
6,Pahang,5,Lipis,0605,Pop_StrataRural,..,46813,56796,59952,69832,77776
6,Pahang,6,Pekan,0606,Pop_GenderTotal,70345,62246,86179,97751,105587,121158
6,Pahang,6,Pekan,0606,Pop_GenderMale,36152,31538,44305,50367,55260,65389
6,Pahang,6,Pekan,0606,Pop_GenderFemale,34193,30708,41874,47384,50327,55769
6,Pahang,6,Pekan,0606,Pop_CitizenshipCitizen,70345,62246,82376,93203,100365,112921
6,Pahang,6,Pekan,0606,Pop_CitizenshipNon-citizen,..,..,3803,4548,5222,8237
6,Pahang,6,Pekan,0606,AnnualPopGrowthRate_Average,..,-1.2231743157704333,3.2533225224790669,1.2599690049213554,0.77111828641206726,1.3756022129135879
6,Pahang,6,Pekan,0606,Pop_EthnicMalay,63018,55163,71954,80947,85545,95320
6,Pahang,6,Pekan,0606,Pop_EthnicOtherBumi,..,..,6309,9217,11654,13386
6,Pahang,6,Pekan,0606,Pop_EthnicChinese,6248,5437,1928,1364,1340,1471
6,Pahang,6,Pekan,0606,Pop_EthnicIndian,1007,1320,748,461,380,1077
6,Pahang,6,Pekan,0606,Pop_EthnicOther,72,326,1437,1214,1446,1667
6,Pahang,6,Pekan,0606,Pop_AgeGroup0014,..,26647,38169,37934,33202,30558
6,Pahang,6,Pekan,0606,Pop_AgeGroup1564,..,33465,45322,56621,67235,85240
6,Pahang,6,Pekan,0606,Pop_AgeGroup65++,..,2134,2688,3196,5150,5360
6,Pahang,6,Pekan,0606,Pop_MaritalNeverMarried,..,..,26898,20068,25315,37149
6,Pahang,6,Pekan,0606,Pop_MaritalMarried,..,..,29457,36573,42678,46799
6,Pahang,6,Pekan,0606,Pop_MaritalWiddowed,..,..,2141,2720,3924,4923
6,Pahang,6,Pekan,0606,Pop_MaritalDivorcedSeparated,..,..,485,456,468,1174
6,Pahang,6,Pekan,0606,Pop_ReligionIslam,..,..,77198,86912,92148,104598
6,Pahang,6,Pekan,0606,Pop_ReligionChristian,..,..,158,134,260,555
6,Pahang,6,Pekan,0606,Pop_ReligionBuddha,..,..,1217,1054,1276,1748
6,Pahang,6,Pekan,0606,Pop_ReligionHindu,..,..,661,458,361,1711
6,Pahang,6,Pekan,0606,Pop_ReligionOthers,..,..,6247,8077,3241,124
6,Pahang,6,Pekan,0606,Pop_ReligionNoReligionUnknown,..,..,628,1116,8301,12422
6,Pahang,6,Pekan,0606,LandAreaKm2,..,..,..,..,..,3805
6,Pahang,6,Pekan,0606,Pop_Density,..,..,..,..,..,31.84178712220762
6,Pahang,6,Pekan,0606,Pop_StrataUrban,..,0,0,27667,31692,39629
6,Pahang,6,Pekan,0606,Pop_StrataRural,..,62246,86179,70084,73895,81529
6,Pahang,7,Raub,0607,Pop_GenderTotal,57300,64414,73085,79488,91731,96139
6,Pahang,7,Raub,0607,Pop_GenderMale,28979,32766,37340,40717,47897,50909
6,Pahang,7,Raub,0607,Pop_GenderFemale,28321,31648,35745,38771,43834,45230
6,Pahang,7,Raub,0607,Pop_CitizenshipCitizen,57300,64414,71827,77676,88469,90838
6,Pahang,7,Raub,0607,Pop_CitizenshipNon-citizen,..,..,1258,1812,3262,5301
6,Pahang,7,Raub,0607,AnnualPopGrowthRate_Average,..,1.1703037706789632,1.2629214655266581,0.83982919529702815,1.4325431415010672,0.46934679892837439
6,Pahang,7,Raub,0607,Pop_EthnicMalay,26019,28746,36867,42669,51615,49934
6,Pahang,7,Raub,0607,Pop_EthnicOtherBumi,..,..,2135,2736,4172,5560
6,Pahang,7,Raub,0607,Pop_EthnicChinese,26693,29857,26439,26269,26728,29471
6,Pahang,7,Raub,0607,Pop_EthnicIndian,4556,5757,6035,5832,5682,5473
6,Pahang,7,Raub,0607,Pop_EthnicOther,32,54,351,170,272,400
6,Pahang,7,Raub,0607,Pop_AgeGroup0014,..,25979,28297,27875,27809,25322
6,Pahang,7,Raub,0607,Pop_AgeGroup1564,..,35400,41227,47341,57072,63799
6,Pahang,7,Raub,0607,Pop_AgeGroup65++,..,3035,3561,4272,6850,7018
6,Pahang,7,Raub,0607,Pop_MaritalNeverMarried,..,..,23097,15363,20410,24693
6,Pahang,7,Raub,0607,Pop_MaritalMarried,..,..,27353,32981,39159,41089
6,Pahang,7,Raub,0607,Pop_MaritalWiddowed,..,..,2764,2954,3884,3446
6,Pahang,7,Raub,0607,Pop_MaritalDivorcedSeparated,..,..,421,315,469,857
6,Pahang,7,Raub,0607,Pop_ReligionIslam,..,..,38413,44604,54615,54342
6,Pahang,7,Raub,0607,Pop_ReligionChristian,..,..,551,1644,1437,1585
6,Pahang,7,Raub,0607,Pop_ReligionBuddha,..,..,21261,20135,26278,29297
6,Pahang,7,Raub,0607,Pop_ReligionHindu,..,..,5501,5480,5413,6299
6,Pahang,7,Raub,0607,Pop_ReligionOthers,..,..,6190,6670,2573,2256
6,Pahang,7,Raub,0607,Pop_ReligionNoReligionUnknown,..,..,834,955,1415,2360
6,Pahang,7,Raub,0607,LandAreaKm2,..,..,..,..,..,2269
6,Pahang,7,Raub,0607,Pop_Density,..,..,..,..,..,42.370647862494494
6,Pahang,7,Raub,0607,Pop_StrataUrban,..,22907,21298,31810,40213,38663
6,Pahang,7,Raub,0607,Pop_StrataRural,..,41507,51787,47678,51518,57476
6,Pahang,8,Temerloh,0608,Pop_GenderTotal,119565,213355,186907,136214,158724,169023
6,Pahang,8,Temerloh,0608,Pop_GenderMale,61873,110007,95464,69298,82430,87304
6,Pahang,8,Temerloh,0608,Pop_GenderFemale,57692,103348,91443,66916,76294,81719
6,Pahang,8,Temerloh,0608,Pop_CitizenshipCitizen,119565,213355,181068,131799,151287,163731
6,Pahang,8,Temerloh,0608,Pop_CitizenshipNon-citizen,..,..,5839,4415,7437,5292
6,Pahang,8,Temerloh,0608,AnnualPopGrowthRate_Average,..,5.7909728848049014,-1.3234627808480151,-3.1638398849612019,1.5293966638434588,0.62867955505679007
6,Pahang,8,Temerloh,0608,Pop_EthnicMalay,78839,156822,114646,91113,107944,120312
6,Pahang,8,Temerloh,0608,Pop_EthnicOtherBumi,..,..,6564,5934,6608,8766
6,Pahang,8,Temerloh,0608,Pop_EthnicChinese,31627,43057,41935,22122,23945,24128
6,Pahang,8,Temerloh,0608,Pop_EthnicIndian,9015,13364,14111,11785,11804,9559
6,Pahang,8,Temerloh,0608,Pop_EthnicOther,84,112,3812,845,986,966
6,Pahang,8,Temerloh,0608,Pop_AgeGroup0014,..,97249,77649,49737,47945,49470
6,Pahang,8,Temerloh,0608,Pop_AgeGroup1564,..,110761,103400,81398,101756,107563
6,Pahang,8,Temerloh,0608,Pop_AgeGroup65++,..,5345,5858,5079,9023,11990
6,Pahang,8,Temerloh,0608,Pop_MaritalNeverMarried,..,..,59293,27145,34303,34908
6,Pahang,8,Temerloh,0608,Pop_MaritalMarried,..,..,67461,54330,69733,73712
6,Pahang,8,Temerloh,0608,Pop_MaritalWiddowed,..,..,5039,4384,5749,5162
6,Pahang,8,Temerloh,0608,Pop_MaritalDivorcedSeparated,..,..,932,618,994,1667
6,Pahang,8,Temerloh,0608,Pop_ReligionIslam,..,..,124474,96731,115704,126947
6,Pahang,8,Temerloh,0608,Pop_ReligionChristian,..,..,1760,1891,2197,3128
6,Pahang,8,Temerloh,0608,Pop_ReligionBuddha,..,..,28942,19030,23676,22464
6,Pahang,8,Temerloh,0608,Pop_ReligionHindu,..,..,13036,11129,11510,9623
6,Pahang,8,Temerloh,0608,Pop_ReligionOthers,..,..,16399,6088,2265,609
6,Pahang,8,Temerloh,0608,Pop_ReligionNoReligionUnknown,..,..,1821,1345,3372,6252
6,Pahang,8,Temerloh,0608,LandAreaKm2,..,..,..,..,..,2251
6,Pahang,8,Temerloh,0608,Pop_Density,..,..,..,..,..,75.087960906263888
6,Pahang,8,Temerloh,0608,Pop_StrataUrban,..,13305,34910,68974,92870,100922
6,Pahang,8,Temerloh,0608,Pop_StrataRural,..,200050,151997,67240,65854,68101
6,Pahang,9,Rompin,0609,Pop_GenderTotal,..,38975,80251,102033,109848,98065
6,Pahang,9,Rompin,0609,Pop_GenderMale,..,21387,42696,54749,60254,53497
6,Pahang,9,Rompin,0609,Pop_GenderFemale,..,17588,37555,47284,49594,44568
6,Pahang,9,Rompin,0609,Pop_CitizenshipCitizen,..,38975,74994,94846,100979,89703
6,Pahang,9,Rompin,0609,Pop_CitizenshipNon-citizen,..,..,5257,7187,8869,8362
6,Pahang,9,Rompin,0609,AnnualPopGrowthRate_Average,..,..,7.2223880804783676,2.4013706738000407,0.73801301647769757,-1.1346706790597634
6,Pahang,9,Rompin,0609,Pop_EthnicMalay,..,35053,62737,82142,84742,71194
6,Pahang,9,Rompin,0609,Pop_EthnicOtherBumi,..,..,6574,8652,12035,15434
6,Pahang,9,Rompin,0609,Pop_EthnicChinese,..,2886,1970,2271,2708,1572
6,Pahang,9,Rompin,0609,Pop_EthnicIndian,..,703,1291,1023,1082,916
6,Pahang,9,Rompin,0609,Pop_EthnicOther,..,333,2422,758,412,587
6,Pahang,9,Rompin,0609,Pop_AgeGroup0014,..,16493,38118,41246,34425,27237
6,Pahang,9,Rompin,0609,Pop_AgeGroup1564,..,21773,40975,58998,71411,66136
6,Pahang,9,Rompin,0609,Pop_AgeGroup65++,..,709,1158,1789,4012,4692
6,Pahang,9,Rompin,0609,Pop_MaritalNeverMarried,..,..,22587,20251,24933,23206
6,Pahang,9,Rompin,0609,Pop_MaritalMarried,..,..,28395,38518,46224,43327
6,Pahang,9,Rompin,0609,Pop_MaritalWiddowed,..,..,1251,1702,3646,4079
6,Pahang,9,Rompin,0609,Pop_MaritalDivorcedSeparated,..,..,245,316,620,1087
6,Pahang,9,Rompin,0609,Pop_ReligionIslam,..,..,70451,90370,93988,80854
6,Pahang,9,Rompin,0609,Pop_ReligionChristian,..,..,186,275,560,626
6,Pahang,9,Rompin,0609,Pop_ReligionBuddha,..,..,1401,1974,2727,1999
6,Pahang,9,Rompin,0609,Pop_ReligionHindu,..,..,1181,939,1115,1206
6,Pahang,9,Rompin,0609,Pop_ReligionOthers,..,..,5725,7630,1284,243
